"id","clubName","clubID","clubCity","clubEmail","clubWebsite","clubPhone"
"1448","FC Emmen","BBBN84Z","EMMEN","info@fcemmen.nl","http://www.fcemmen.nl","0591-670670"
"1449","Zwartemeerse Boys","BBBH56W","ZWARTEMEER","debbiedegrote1981@gmail.com","http://www.sczwartemeerseboys.nl","06-15422967"
"1450","Nulandia","BBJG64G","NULAND","wedstrijdzaken@nulandia.nl","https://www.nulandia.nl/208/479/corona-protocol-nulandia-seizoen","073-5322393"
"1451","Always Forward","BBFW06E","HOORN NH","secretaris@alwaysforward.nl","http://www.alwaysforward.nl","0229-240682"
"1452","SVM","BBJT98Q","MUNSTERGELEEN","roy.nijsten@ziggo.nl","http://www.vvsvm.com","06-23444103"
"1453","Rhelico","BBJK815","RUMPT","info@rvvrhelico.nl","http://www.rvvrhelico.nl","0345-681781"
"1454","SJO BBC","FWVQ35H","BUINEN","wolter.timmer@ziggo.nl","http://www.vv-bbc.nl","06-53897037"
"1455","Tornado","BBJW37M","HERTEN","zvvtornado@home.nl","http://www.zvvtornado.nl","06-21201667"
"1456","GAVC","BBBD11T","GROU","eelkerenikes@hotmail.com","http://www.gavc.nl","0566-623790 / 06 30 78 07 34"
"1457","Avanti W.","BBKX82A","ENSCHEDE","secretarisvoetbal@avantiwilskracht.nl","http://voetbal.avantiwilskracht.nl","06-81423623"
"1458","SC Kootstertille","BBBD64D","KOOTSTERTILLE","info@sckootstertille.nl","http://www.sckootstertille.nl","06-28784008"
"1459","Ria W","BBHY10F","WESTDORPE","haelstwpj@zeelandnet.nl","http://www.ria-w.nl","06-52311764"
"1460","Volkel","BBJG11W","VOLKEL","info@rksv-volkel.nl","http://www.rksv-volkel.nl",
"1461","Boerdonk","BBHV70I","ERP","info@rksvboerdonk.nl","http://www.rksvboerdonk.nl","0492464202"
"1462","Boskant","BBHW07T","SINT-OEDENRODE","w.heijden@solcon.nl","http://www.vvboskant.nl",
"1463","Demi Sport","BBFZ04R","BEVERWIJK","laura.de.reus@kpnmail.nl","http://www.voetbal-clubs.nl/voetbal/demisport/","0624883541"
"1464","Activia","BBKT73M","TWELLO","secretarisactivia@home.nl","http://www.vvactivia.nl","06-15310307"
"1465","SV Brunssum","BBJS50B","BRUNSSUM","ayoub_kroon15@hotmail.com","http://www.svbrunssum.nl","06-11591920"
"1466","Bilt De FC","FJQB25X","DE BILT","secretaris@fcdebilt.nl","http://www.fcdebilt.nl",
"1467","QVC","BBBH47U","STAVOREN","jvisser61@kpnmail.nl","http://www.vvqvc.nl","0514-682164"
"1468","ONR","BBBD00V","RODEN","secretaris@vvonr.nl","http://www.vvonr.nl/","06-55256832"
"1469","Sportclub Deventer","BBKX44Y","DEVENTER",,,
"1470","RKSV Minor","BBJT274","NUTH","rksvminor.secretaris@gmail.com","http://www.rksvminor.nl","06-50500163"
"1471","Plank de","BBCD248","HOOGLAND","henk@grootevheen.eu",,"033-4802636"
"1472","ZVI/Het Wapen van Ilpendam","BBGC13R","ILPENDAM","peterdekker16@hotmail.com",,"0651875820"
"1473","DwO'15","BBHZ00D","DRIEWEGEN","secretariaat@dwo15.nl","http://www.dwo15.nl","06-14037966"
"1474","SVM","BBBZ93T","MAARTENSDIJK","jeannetterene@casema.nl","http://www.svmmaartensdijk.nl","0346-213625"
"1475","Adelbert st","BBFW03B","EGMOND-BINNEN","info@adelbertvoetbal.nl","http://www.adelbertvoetbal.nl","06-23594187"
"1476","TSC","BBJC38P","OOSTERHOUT NB","secretaris@vvtsc.nl","http://www.vvtsc.nl","0162-454260"
"1477","SV Mussel","BBBG46O","MUSSEL","harmenagnes@hotmail.com","http://www.svmussel.nl","06-46565763"
"1478","FC Zuidlaren","FJGP18X","ZUIDLAREN","secretaris@fczuidlaren.nl","http://www.fczuidlaren.nl",
"1479","DFC","BBHY15A","DORDRECHT","hennievoetee@gmail.com","http://www.dfc-dordrecht.nl","06-36150421"
"1480","ZVV '56","BBKX484","APELDOORN","info@zvv56.nl","http://www.zvv56.nl","06-22550064"
"1481","Juliana Mill","BBJF77H","MILL","info@julianamill.nl","http://www.julianamill.nl","06-36198697"
"1482","TVC Breda","BBJC55S","BREDA","jeugd@tvcbreda.nl","http://www.tvcbreda.nl","06-51347586"
"1483","DZV/H. vd Biggelaar en Zn.","BBHV32W","'S-HERTOGENBOSCH","mathieudebekker@oulook.com",,"0615113430"
"1484","ZVV Roerdalen","BBJV24B",,"h.stiphout@planet.nl",,"06-10970555"
"1485","DOSR","BBGZ50P","ROELOFARENDSVEEN","secretaris@dosr.nl","http://www.dosr.nl","+31611586846"
"1486","EDN'56","BBJH27C","HAGHORST","jangosens@hotmail.com","http://www.edn56.nl","06-27334028"
"1487","Exo Drankens.","BBFY26Y","HEERHUGOWAARD","johanenannet@hetnet.nl",,"06-18328429"
"1488","Ruwaard","BBHX177","OSS","secretaris@svruwaard.nl","http://www.svruwaard.nl","0412-632780"
"1489","Knollendam","BBFW62W","OOSTKNOLLENDAM","larszijp@gmail.com","http://www.vvknollendam.nl","0683171773"
"1490","KNVB","RDMV26Q","ZWOLLE",,,
"1491","Elsweide","BBKW836","ARNHEM","info@elsweide.nl","http://www.elsweide.nl","0618895400"
"1492","Almelo Futsal Combinatie","PWHZ31M","ALMELO","info@almelofc.nl","http://www.almelofc.nl","06-53407795"
"1493","SDDL","BBHZ09C","DEMEN","edwinswinkels@home.nl","http://sddl.nl","0486-414132"
"1494","Lierop","BBHT96A","LIEROP","secretaris@svlierop.nl","http://www.svlierop.nl","06-42683091"
"1495","VC Vlissingen","BBHZ42L","VLISSINGEN","info@vcvlissingen.nl","http://www.vcvlissingen.nl","06 - 20458293"
"1496","BSC","BBHX41A","ROOSENDAAL","ledenadministratie@bscroosendaal.nl","http://www.bscroosendaal.nl","0165-544661"
"1497","Ulftse Boys","BBKV11C","ULFT","linda.migchelbrink@gmail.com","http://www.ulftseboys.nl","0315-683725"
"1498","HSE","BBJD04D","EINDHOVEN","hsebestuur@hotmail.com","http://vvhse.luondo.nl","06-33472222"
"1499","JEKA","BBJF58C","BAVEL","secretariaat@rkvvjeka.nl","http://www.rkvvjeka.nl","076-5147986"
"1500","S.V. Argo","SSZV948","OBBICHT","secretariaat@svargo.nl","https://www.svargo.nl","06-43241439"
"1501","Bergambacht","BBDX95Z","BERGAMBACHT","secretariaat@vvbergambacht.nl","http://www.vvbergambacht.nl","0182-352232"
"1502","Walburgia","BBJW42K","OHE EN LAAK","info@walburgia.nl","http://www.walburgia.nl","06-53850621"
"1503","Zaalvoetbal Onze Gezellen","FTWV116","HAARLEM","zaalvoetbalonzegezellen@hotmail.com","http://www.zvog.nl","06-14446605"
"1504","TOB","FNHT13V","EINDHOVEN","tobbestuur@gmail.com","http://www.totelos.nl/tob","06-45746992"
"1505","EZC '84","BBKW54W","EPE","info@ezc84.nl","https://www.ezc84.nl","0578-621188"
"1506","SVH","BBGZ41D","'S-GRAVENHAGE","info@svh-voetbal.nl","http://www.svh-voetbal.nl","070-3213671"
"1507","SP Rekken","BBKT34B","REKKEN","info@sprekken.nl","http://www.sprekken.nl","06-19656640"
"1508","JOGA Fortius asv","BBCY42F","AMSTERDAM","robertveenendaal@hotmail.com","https://www.jogafortius.nl","06-29003096"
"1509","Warmunda, sv","BBGX75G","WARMOND","secretaris@svwarmunda.nl","http://www.svwarmunda.nl","071-3010622"
"1510","Hoeven","BBJF49A","HOEVEN","webmaster@vvhoeven.nl","http://vvhoeven.nl","0620445939"
"1511","Gorredijk","BBBD322","GORREDIJK","info@vv-gorredijk.nl","http://www.vv-gorredijk.nl","06-20802928"
"1512","Old Forward","BBBC408","WILHELMINAOORD","info@oldforward.nl","http://www.oldforward.nl","06-135232266"
"1513","EGVV","BBKS71F","GELSELAAR","secretaris@egvv.nl","http://www.egvv.nl",
"1514","Veendam 1894","BBBG33I","VEENDAM","secretaris@veendam1894.nl","http://www.veendam1894.nl","0613530551"
"1515","Binnenstad","BBDY51O","WADDINXVEEN","matijn@zonnet.nl",,"06-44187779"
"1516","Multicult","BBGY45C","'S-GRAVENHAGE",,"http://www.multicultfutsal.nl","06-51105876"
"1517","Bladella","BBHW242","BLADEL","secretaris@bladella.nl","http://www.bladella.nl","0497-381924"
"1518","Riel","BBHT31L","RIEL","secretaris@vvriel.nl","http://www.vvriel.nl","013-5182082"
"1519","SDV Barneveld","BBBZ76Q","BARNEVELD","secretaris@sdvb.nl","http://www.sdvb.nl/","0342-415003"
"1520","SVSOS","BBJJ28N","BIEST-HOUTAKKER","secretaris@svsos.nl","http://www.svsos.nl","06 536 806 74"
"1521","Nieuwolda","BBBG15E","NIEUWOLDA","valerie.bouwmeester@vv-nieuwolda.nl","http://www.vv-nieuwolda.nl","06 – 43585438"
"1522","MVC","BBHY46K","DE MORTEL","secretaris@vvmvc.nl","http://www.vvmvc.nl","06-53121260"
"1523","ZVV Dynamo Lelystad","NKYH79F","LELYSTAD","penningmeester@zvvdynamo.com","http://www.voetbal-clubs.nl/voetbal/dynamolelystad","06-53385203"
"1524","KVC Oranje","BBJS567","KERKRADE","secretaris@kvc-oranje.nl","http://www.kvc-oranje.nl/","0657769901"
"1525","VVGA","BBDB418","AMSTERDAM","martijnvanduuren@gmail.com","http://www.vvga.nl/","06-48783013"
"1526","Botafogo","BBJK31O","EINDHOVEN","fcbotafogo.eindhoven@gmail.com","http://www.fc-botafogo.com","040-2462538"
"1527","Zwaluwen Utrecht '11","BBCC67I","UTRECHT","gschrotenboer@gmail.com","http://voetbal.zwaluwenutrecht1911.nl","06-10435470"
"1528","Terneuzense Boys","BBHZ17H","TERNEUZEN","info@vvterneuzenseboys.nl","http://www.vvterneuzenseboys.nl","0115-648777"
"1529","Farmsum","BBBF47K","DELFZIJL","r.hemmes@home.nl","http://www.vvfarmsum.nl","06-23899954"
"1530","Racing Boys","BBJG76L","DEURNE","vvracingboys@gmail.com","http://www.racingboys.nl","06-13099294"
"1531","Tijnje","BBBF84T","TIJNJE","paulien.leferink@gmail.com","http://www.vv-tijnje.nl","0513-571719"
"1532","SJO JCO","SLQN982","OMMEN","secretariaat@vvozc.nl","http://www.jcommen.nl",
"1533","Schipluiden","BBGY337","SCHIPLUIDEN","info@vvschipluiden.nl","http://www.vvschipluiden.nl","015-3801212"
"1534","Stormvogels'28","BBJT86L","SIEBENGEWALD","andriesarts@home.nl","http://www.stormvogels28.nl","0485-441595"
"1535","HSC","BBBD17Z","SAPPEMEER","info@vv-hsc.nl","http://www.vv-hsc.nl","0613097187"
"1536","Blankenburg","BBDY52P","ROZENBURG ZH","secretaris@fcblankenburg.nl","http://www.fcblankenburg.nl","0181-215378"
"1537","SCD '83","BBKR09R","DEDEMSVAART","secretaris@scd83.nl","http://www.scd83.nl","0523-614195"
"1538","ZBVH","BBFB692","ZUID-BEIJERLAND","jvreeman@hetnet.nl","http://www.zbvh.nl","0186-661355"
"1539","Hoofddorp s.v.","BBCY17B","HOOFDDORP","bestuur@svhoofddorp.nl","http://www.svhoofddorp.nl","06-55781458"
"1540","Trinitas","PJSY54S","BOIJL","contact@vvtrinitas.nl","http://www.vvtrinitas.nl","0654250572"
"1541","Nieuw Buinen","BBBB38W","NIEUW-BUINEN","secretaris@vvnieuwbuinen.nl","http://www.vvnieuwbuinen.nl","0599-615333"
"1542","Tongelre","BBJC11C","EINDHOVEN","secretaris@rkvvtongelre.nl","http://www.rkvvtongelre.nl","0402812334"
"1543","HBSS","BBDX48N","SCHIEDAM","secretaris@hbss.nl","https://www.hbss.nl","010-4706678"
"1544","Vrone","BBFW846","SINT PANCRAS","hoofdbestuursecretaris@vrone.nl","http://www.vrone.nl","072-5622333"
"1545","GSV","BBFB57V","GOUDA","rikbrem2@gmail.com","http://www.gsv-vvv.nl",
"1546","Chaam","BBJH216","CHAAM","penningmeester@vvchaam.nl","http://www.vvchaam.nl","0161-491298/06-13357114"
"1547","MVV '27","BBDX20J","MAASLAND","secretaris@mvv27.nl","http://www.mvv27.nl",
"1548","Victoria '25","BBKX42W","AFFERDEN GLD","info.victoria25@gmail.com","http://www.victoria25.nl","06-10964409"
"1549","Veensche Boys","BBBZ05Y","NIJKERKERVEEN","veenscheboys@gmail.com","http://www.veenscheboys.nl","033-2571257"
"1550","Bieslo","BBJS475","BEESEL","info@bieslo.nl","http://www.bieslo.nl","06-28981444"
"1551","Monnickendam","BBFW684","MONNICKENDAM","secretaris@vvmonnickendam.nl","http://www.vvmonnickendam.nl",
"1552","SVME","BBJW965","EIJSDEN","secretaris@svme-online.nl","http://www.svme-online.nl","043-4092484"
"1553","Goudswaardse  Boys","BBFB016","GOUDSWAARD","nikitaplas91@gmail.com","http://www.goudswaardseboys.nl","0642513199"
"1554","Nederhorst vv","BBCC449","NEDERHORST DEN BERG","secretaris@vvnederhorst.org","http://www.vvnederhorst.org","0294-251777"
"1555","Palm","BBCD226","PUTTEN","henk.moll@loreal.com",,"06-51188172"
"1556","RZV Oisterwijk","FJJR36Y","OISTERWIJK","secretaris@rzvo.nl","http://www.rzvo.nl","06-57590498"
"1557","Sporting Almere","NXRV00J","ALMERE","edwintak@gmail.com","http://www.sportingalmere.nl","036-5251642"
"1558","Oranje Blauw'15","RQKD485","POSTERHOLT","bestuur@oranjeblauw15.nl","http://www.oranjeblauw15.nl","0475-402060"
"1559","OVC'26","RSMT79T","TILBURG","info@ovc26.nl","https://www.ovc26.nl","013-5435705"
"1560","Groeneweg","BBFB52Q","ZUIDPLAS","info@vvgroeneweg.nl","http://www.vvgroeneweg.nl","0180-631045"
"1561","Niekerk","BBBB29U","NIEKERK GROOTEGAST","steef.stark@gmail.com","https://www.vvniekerk.nl/","06-11200378"
"1562","Woander Forest","SQKS51L","MERKELBEEK","nielsvanbuggenum@hotmail.com","info@wonderforest.nl","06-43484975"
"1563","Unicum","BBBZ64L","LELYSTAD","bert@unicumlelystad.nl","http://www.unicumlelystad.nl","0320-228430"
"1564","Virtus","BBJF65C","ZEVENBERGEN","secretariaat@vvvirtus.onmicrosoft.com","http://www.vv-virtus.nl",
"1565","Koog (de)","BBFW64Y","DE KOOG","janveronica@kpnmail.nl","http://www.svdekoog.info","06-28787835"
"1566","WDS","BBDZ928","DRIEBRUGGEN","info@vvwds.nl","http://www.vvwds.nl","0348-501523"
"1567","NiTA","BBBZ86T","NIEUWER TER AA","s.versloot@online.nl","http://www.osvnita.nl","06-52015168"
"1568","Heracles Almelo","SWCB248","ALMELO","info@heracles.nl","http://www.heracles.nl","0546-817070"
"1569","Vitesse","BBKR58B","ARNHEM","s.vandersman@vitesse.nl","http://www.vitesse.nl","026-7601892"
"1570","BZC'14","SNPH02I","BRAKEL","secretaris@bzc14.nl","http://www.bzc14.nl",
"1571","Pelikaan","BBJF17X","ZWIJNDRECHT","secretaris@vvpelikaan.nl","http://www.vvpelikaan.nl","078 610 1145"
"1572","Arnhemia","BBKT45F","ARNHEM","info@vvarnhemia.nl","https://www.vvarnhemia.nl/","026-3218363"
"1573","Sellingen","BBBG53O","SELLINGEN","arne.tammenga@outlook.com","http://vvsellingen.nl/","06-41275941"
"1574","FCK/De Hommel","BBHW297","'S-HERTOGENBOSCH","what@scarlet.be","http://www.fckdehommel.eu","06-45805071"
"1575","ZVF","BBBM42G","FRANEKER","sjotto1975@hotmail.com","http://www.zvfonline.nl","06-20696328"
"1576","Usquert","BBBC96J","USQUERT","vvusquert@hotmail.com","http://www.vvusquert.nl","0595-424458"
"1577","R.K.S.V. Groen Wit","BBJK52V","BREDA","ronvandewiel@kpnmail.nl","http://www.rksvgroenwit.nl",
"1578","Rijnsburgse Boys","BBGX273","RIJNSBURG","secretaris@rijnsburgseboys.nl","http://www.rijnsburgseboys.nl","06-53936507"
"1579","Gooi 't sc","BBBZ40L","HILVERSUM","voetballen@sc-tgooi.nl","http://www.sc-tgooi.nl","035-6237200"
"1580","zvv Delfzijl","PKCV99V","DELFZIJL","darryl_ridderstap@hotmail.com","http://www.zvvdelfzijl.nl","06-22336317"
"1581","Noordijk","BBKW34Q","NEEDE","g.stokkers@planet.nl",,"0545-291146"
"1582","DEV-Arcen","BBJT81G","ARCEN","secretariaat@dev-arcen.nl","http://www.dev-arcen.nl","077-4731543"
"1583","SP Eefde","BBKV08C","EEFDE","secretaris@sp-eefde.nl","http://www.sp-eefde.nl","0575-512390"
"1584","HSV Sport 1889","BBFW97C","ZWAAG","ilsehsvsport1889@gmail.com","http://www.hsvsport1889.nl","06-43927679"
"1585","Sportlust Vroomshoop","BBKR86I","VROOMSHOOP","secretariaat@sportlustvroomshoop.nl","http://www.sportlustvroomshoop.nl","06-53734753"
"1586","KGB","BBFW40Y","BOVENKARSPEL","jt.stuurop@quicknet.nl","http://www.vvkgb.nl","06-13490869"
"1587","Adelaars zvv","FZYJ79I","BUSSUM","paulvanderhorst@gmail.com","http://www.zvvadelaars.nl","035-6944337"
"1588","Halle","BBKW20T","HALLE","secretaris@svhalle.nl","https://www.svhalle.nl","0314-631632"
"1589","VCS","BBGW09O","'S-GRAVENHAGE","m.annokkee@planet.nl","http://www.vcs-dh.nl","06-23146132"
"1590","SJO Dalen/DSC","QKRW622","DALEN","jeugdbestuur@vvdalen.com","http://www.vvdalen.nl",
"1591","Yde de Punt","BBBF97Z","YDE","w.seising@gmail.com","http://www.svydedepunt.nl","06-41158367"
"1592","Woudrichem","BBJJ12E","WOUDRICHEM","secretaris@vvwoudrichem.nl","http://www.vvwoudrichem.nl","0183-304531"
"1593","HRC'27","BBJW65T","AFFERDEN L","ha.hermans@planet.nl","http://www.hrc27.com","06-14581710"
"1594","SC Flamingo","BBBN19J","LEEUWARDEN","scflamingo@hotmail.com","http://scflamingo.wordpress.com","0653172160"
"1595","DESTO","BBBZ54I","UTRECHT","voetbalbestuur@desto-utrecht.nl","http://www.desto-utrecht.nl","030-6661230"
"1596","Lycurgus","BBBG09B","GRONINGEN","secretaris@svlycurgus.nl","http://www.svlycurgus.nl","06-51988246"
"1597","V.V. Westerkwartier","BBBC87H","NIEBERT","svmh@hetnet.nl","http://www.vvwesterkwartier.nl","06-10323984"
"1598","Groen Geel","BBBD436","GRONINGEN","info@groen-geel.nl","http://www.groen-geel.nl","0623467667"
"1599","SPV '81","BBDY73W","POLSBROEK","secretaris@spv81.nl","http://www.spv81.nl","0683655176"
"1600","Bavel","BBJH113","BAVEL","jcm.jansen@gmail.com","https://www.vvbavel.nl/","0161-432456"
"1601","Jonge Kracht","BBKS265","HUISSEN","wedstrijdsecretariaat@jongekracht.nl","http://www.jongekracht.nl","06 30 27 44 99"
"1602","Jong Eagles/Markt 19","BBKZ69L","OLDENZAAL","ronaldlinderhof@hotmail.com","http://www.zvvjongeagles.nl","06-51323235"
"1603","S.F. Deinum","BBBD71D","DEINUM","voetbal@sfdeinum.nl","http://www.sfdeinum.nl","0614331919"
"1604","Overamstel sc.","BBCZ057","AMSTERDAM","sc.overamstel@gmail.com","http://www.sc-overamstel.nl",
"1605","Vierpolders","BBDZ97D","VIERPOLDERS","rini@heijnenbv.nl","http://www.vvvierpolders.nl","0615123161"
"1606","UD W.","BBKW733","WEERSELO","secretaris@udweerselo.nl","http://www.udweerselo.nl","06-20971506"
"1607","Gieterveen","BBBD22X","GIETERVEEN","jos.hovinga@gmail.com","http://vv.gieterveen.com","0599-853918"
"1608","Zandvoort s.v.","BBCZ41J","ZANDVOORT","bestuur@svzandvoort.nl","http://www.svzandvoort.nl","023-8887732"
"1609","Hector","BBKR15U","GOOR","info@svhector.nl","http://www.svhector.nl","0547-273017"
"1610","f.c. Lesley Boys","QZTY54K","AMSTERDAM","secretaris@lesleyboys.nl","http://www.lesleyboys.nl","06-11525383"
"1611","Kwiek Venlo","BBJT55B","VENLO","bramenpaula@hotmail.com","http://kwiek-venlo.nl ","06-58799882"
"1612","ODV","BBBB632","WIJNJEWOUDE","bestuur@vvodv.nl","http://www.vvodv.nl","0516-481291"
"1613","DHC","BBGZ69R","DELFT","dhc@casema.nl","http://www.dhc-voetbal.nl","015-2613509"
"1614","Terlo","BBJB87Y","BERGEIJK","secretariaat@terlo.nl","http://www.terlo.nl","0497-574785"
"1615","Berkdijk","BBHV83E","KAATSHEUVEL","gerard.hultermans@home.nl","http://www.vvberkdijk.nl","06-22991556"
"1616","Spijkenisse","BBFC778","SPIJKENISSE",,,
"1617","Real Camaradas","FSGG956","ZUIDHORN","secretaris@realcamaradas.nl","http://www.realcamaradas.nl","06-46727564"
"1618","Oene","BBKY67E","OENE","secretaris@vvoene.nl","https://www.vvoene.nl","0578-641385"
"1619","VSCO '61","BBKX716","OOSTERWOLDE GLD","jankragt@ziggo.nl","http://www.vsco.nl",
"1620","Victoria","BBCC86N","LOOSDRECHT","secretariaat@victoria1893.nl","http://www.victoria1893.nl/","035 - 582 17 57"
"1621","Kozakken Boys","BBHY96Z","WERKENDAM","secretaris@kozakkenboys.nl","http://www.kozakkenboys.nl","0183-501770"
"1622","RKSVO","BBJW83X","OSPEL","secretaris@rksvo.nl","http://www.rksvo.nl","0495-842039"
"1623","Victoria '28","BBKR33Y","ENSCHEDE","secretaris@victoria28.nl","http://www.victoria28.nl",
"1624","ZVS/De Stal","FJWR945","VELSERBROEK","bestuur@zvsdestal.nl","http://www.zvspaarndam.nl","023-5376585"
"1625","Amstenrade","BBJS19W","AMSTENRADE","voetbalverenigingamstenrade@hotmail.com","http://www.vvamstenrade.com","06-30415050"
"1626","Drieborg","BBBC00Q","DRIEBORG","info@svdrieborg.nl","http://www.svdrieborg.nl",
"1627","DIO '30","BBKX22Q","AFFERDEN GLD","secretaris@dio30.nl","https://dio30druten.nl/","0487-515253"
"1628","Boekel Sport","BBHW81H","BOEKEL","secretaris@boekelsport.nl","http://www.boekelsport.nl","06-51387151"
"1629","RZV Heesch","FJHW316","OSS","hansminten@home.nl",,"0651664819"
"1630","BATO","BBBB24P","WINSCHOTEN","sanderveld@ziggo.nl","http://www.vvbato.nl","06-23210935"
"1631","VIOS'79 zvv","BBFX79D","WARMENHUIZEN","info@vios79.nl","http://vios79.nl","0623673830"
"1632","Bakkeveen","BBBN13D","BAKKEVEEN","vvjeugdbakkeveen@ziggo.nl","http://www.vvbakkeveen.nl","0627308165"
"1633","SCZ","BBJJ18K","ZOELEN","scz.secretariaat@gmail.com","http://www.sczzoelen.nl","06-10835793"
"1634","SJO Warga WWS","QKRX579","WARGA","sjowargawws@gmail.com","http://www.sjowargawws.nl",
"1635","VIOS (O)","BBBD49C","OOSTERHESSELEN","secretaris@vios-oosterhesselen.nl","http://www.vios-oosterhesselen.nl",
"1636","Dalfsen","BBKY76G","DALFSEN","info@svdalfsen.nl","http://www.svdalfsen.nl","0529-433722"
"1637","WSV","BBKV16H","APELDOORN","secretaris.voetbal@wsv-apeldoorn.nl","http://www.wsv-apeldoorn.nl","06-45748984"
"1638","Groot-Ammers","BBHX01S","GROOT-AMMERS","secretaris@vvgroot-ammers.nl","http://www.vvgroot-ammers.nl","0184-661314"
"1639","BRESS","SWFV586","BAVEL","daphnehernaus@gmail.com",,"06-37375511"
"1640","Homenetmen Almelo","GLBL53K","ALMELO","a_aslanian@hotmail.com",,"0614286355"
"1641","Kaagvogels","BBFW606","KOLHORN","famhuijberts@quicknet.nl","http://kaagvogels.nl","0224-531818"
"1642","Wippolder","BBGW87G","DELFT","secretaris@svwippolder.nl","http://www.svwippolder.nl/","015-2567021"
"1643","FC Oldemarkt","BBBC648","OLDEMARKT","secretaris@fcoldemarkt.nl","http://www.fcoldemarkt.nl","0561-451412 / 06-15277165"
"1644","La Première","BBKV026","ALMELO","avclapremiere.vanderley@gmail.com",,"0546-821128"
"1645","Erasmus","BBGZ01V","WATERINGEN","h.v.vliet@casema.nl","http://www.sverasmus.nl","06-54637185"
"1646","Centrum Boys","BBJT76I","SITTARD","jhschmetz@live.nl","http://www.centrumboys.com","06-22797607"
"1647","Juliana '31","BBKR65B","MALDEN","info@svjuliana31.nl","http://www.svjuliana31.nl","0622013693"
"1648","Legmeervogels","BBCY51H","UITHOORN","afronik@caiway.nl","https://www.legmeervogels.nl/","06-51188293"
"1649","WCR","BBDZ744","RHOON","info@svwcr.nl","http://www.svwcr.nl","010-5016791"
"1650","FC Meppel","BBBF60T","MEPPEL","secretaris@fcmeppel.nl","http://www.fcmeppel.nl","0522-255252"
"1651","WEC","BBJC08C","SCHIJNDEL","wec@wec.nl","http://www.wec.nl","073-5474505"
"1652","NAC Breda","BBHY87X","BREDA","opleidingen@nac.nl","http://www.nac.nl","06-23979088"
"1653","Koningslust","BBJS43Z","KONINGSLUST","lere@home.nl","www.vvkoningslust.nl","077-4654131"
"1654","S.V. Heythuysen","BBJS93G","HEYTHUYSEN","info@svheythuysen.nl","http://www.svheythuysen.nl","0475-492820"
"1655","Moerse Boys","BBJH69Q","ZUNDERT","info@moerseboys.nl","http://www.moerseboys.nl","076-5971133"
"1656","SJO NWWC","FVJL51Z","NIEUWOLDA","amsaja@hotmail.com","http://vv-nieuwolda.nl","06 29034424"
"1657","BVC '12","BBKW97D","BEEK-UBBERGEN","vincentcreemers@hotmail.com","https://www.bvc12.nl","06-52718483"
"1658","NVC","BBBZ34C","NAARDEN","info@sv-nvc.nl","http://www.sv-nvc.nl","035-6940047"
"1659","ASV '57","BBKW07G","AADORP","rickveneberg@gmail.com","http://www.asv57.nl","06-15034172"
"1660","HVC","BBBZ20F","AMERSFOORT","lia@hvc-amersfoort.nl","http://www.hvc-amersfoort.nl","06-38159249"
"1661","KRC","BBBD68H","KANTENS","kantensrobbencombinatie@gmail.com","http://www.vvkrc.nl","0595-552857"
"1662","Ropta Boys","BBBC16T","OOSTERNIJKERK","douwejaap@live.nl","http://www.roptaboys.nl","0519-242293"
"1663","Mantje","BBGB84A","DEN BURG","leendertenconnie@hetnet.nl",,"0222-317425"
"1664","Blauw Wit (W)","BBFW20S","WESTKNOLLENDAM","k_ijskes@hotmail.com","http://www.cvvblauw-wit.nl","075-7719046"
"1665","FC Oudewater","BBDX81S","OUDEWATER","wedstrijdsecretariaat@fcoudewater.nl","http://www.fcoudewater.nl","0348-562019"
"1666","DVV","BBKS52A","DUIVEN","secretaris@dvvduiven.nl","http://www.dvvduiven.nl","0316-280803"
"1667","SCG'18","SQHD34O","SINT-MICHIELSGESTEL","jelivius1952@kpnmail.nl","http://www.scg18.nl","06-53254675"
"1668","Heinenoord","BBDX098","HEINENOORD","redactie@svheinenoord.nl","http://www.svheinenoord.com","0629291853"
"1669","Rood-Wit '58","BBCC79N","PUTTEN","info@roodwit-putten.nl","http://www.roodwit-putten.nl","0341-360311"
"1670","Zwarte Pijl","BBFC88C","ROTTERDAM","info.zwp@gmail.com","http://www.zwartepijl.nl",
"1671","USVF","BBCD40K","UTRECHT","usvf@hotmail.com","http://www.usvf.nl","030-2896233"
"1672","SEP","BBGY40H","DELFT","vvsep-delft@hotmail.com","http://www.vvsep.nl","015-2613697"
"1673","Almere FC","MJBJ837","ALMERE","secretariaat@fcalmere.com","http://www.fcalmere.com","036-5403030"
"1674","SC Emma","BBHZ885","DORDRECHT","webmaster@scemma.nl","www.scemma.nl","06-51399817"
"1675","Socii","BBKX31S","WICHMOND","noutnijenhuis@hotmail.com","http://svsocii.nl/svsocii.nl/","06-15377992"
"1676","Voorwaarts","BBCC81I","UTRECHT","voorzitter@voorwaarts-utrecht.nl","http://www.voorwaarts-utrecht.nl","0613215404"
"1677","Zeewolde","BBBZ25A","ZEEWOLDE","secretaris@vvzeewolde.nl","https://www.vvzeewolde.nl","036-5221863"
"1678","FC Marktzicht","BBKT76P","NUNSPEET","f.c.marktzicht@outlook.com",,"0623401266"
"1679","GSV","BBFW48W","GROOTSCHERMER","jjpel@hotmail.com","http://www.gsvgrootschermer.nl","06-43560968"
"1680","Zvv Homar","RSHT73M","NUNSPEET","larstendolle_03@hotmail.com",,"0623988776"
